doi,sc_title,sc_issn,sc_pub_name,sc_vol,sc_issue,sc_page_range,sc_abstract_api_endpoint,sc_human_url,sc_pub_date,sc_open_access_status,sc_query_used
10.1111/1756-2171.12397,Measuring long-run gasoline price elasticities in urban travel demand,07416261,RAND Journal of Economics,52,4,945-994,https://api.elsevier.com/content/abstract/scopus_id/85121122276,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121122276&origin=inward,2021-12-01,True,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2807416261%29&date=1990-2021
10.1111/1756-2171.12388,Empirical properties of diversion ratios,07416261,RAND Journal of Economics,52,4,693-726,https://api.elsevier.com/content/abstract/scopus_id/85120770505,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120770505&origin=inward,2021-12-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2807416261%29&date=1990-2021
10.1111/1756-2171.12396,Consumer privacy and serial monopoly,07416261,RAND Journal of Economics,52,4,917-944,https://api.elsevier.com/content/abstract/scopus_id/85120676796,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120676796&origin=inward,2021-12-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2807416261%29&date=1990-2021
10.1111/1756-2171.12391,Market-expanding or Market-stealing? Competition with network effects in bike-sharing,07416261,RAND Journal of Economics,52,4,778-814,https://api.elsevier.com/content/abstract/scopus_id/85120541462,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120541462&origin=inward,2021-12-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2807416261%29&date=1990-2021
10.1111/1756-2171.12392,Private contracts in two-sided platforms,07416261,RAND Journal of Economics,52,4,815-838,https://api.elsevier.com/content/abstract/scopus_id/85120408298,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120408298&origin=inward,2021-12-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2807416261%29&date=1990-2021
10.1111/1756-2171.12394,Signaling versus Auditing,07416261,RAND Journal of Economics,52,4,859-883,https://api.elsevier.com/content/abstract/scopus_id/85120164010,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120164010&origin=inward,2021-12-01,True,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2807416261%29&date=1990-2021
10.1111/1756-2171.12393,Divide and conquer in two-sided markets: A potential-game approach,07416261,RAND Journal of Economics,52,4,839-858,https://api.elsevier.com/content/abstract/scopus_id/85120005093,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120005093&origin=inward,2021-12-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2807416261%29&date=1990-2021
10.1111/1756-2171.12389,Input price discrimination by resale market,07416261,RAND Journal of Economics,52,4,727-757,https://api.elsevier.com/content/abstract/scopus_id/85119678407,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119678407&origin=inward,2021-12-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2807416261%29&date=1990-2021
10.1111/1756-2171.12390,"Optimal pricing, private information and search for an outside offer",07416261,RAND Journal of Economics,52,4,758-777,https://api.elsevier.com/content/abstract/scopus_id/85119193727,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119193727&origin=inward,2021-12-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2807416261%29&date=1990-2021
10.1111/1756-2171.12395,Privatization and productivity in China,07416261,RAND Journal of Economics,52,4,884-916,https://api.elsevier.com/content/abstract/scopus_id/85119019226,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119019226&origin=inward,2021-12-01,True,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2807416261%29&date=1990-2021
