volume,issue,date,abstract,author,jel_desc,jel_code,title,L_code,K_code,D4_code,O3_code,G34_code,year,month,day
52,1,2021-03-01,ECONLIT None Found,"['Zheng, Ronghuo', 'Aghamolla, Cyrus', 'Corona, Carlos']",[nan],[nan],No reliance on guidance: counter‐signaling in management forecasts.,0,0,0,0,0,2021,03,01
52,1,2021-03-01,ECONLIT None Found,"['Chakraborty, Indranil', 'Lawarree, Jacques', 'Khalil, Fahad']",[nan],[nan],Competitive procurement with ex post moral hazard.,0,0,0,0,0,2021,03,01
52,1,2021-03-01,ECONLIT None Found,"['Grennan, Matthew', 'Swanson, Ashley', 'Craig, Stuart V.']",[nan],[nan],Mergers and marginal costs: New evidence on hospital buyer power.,0,0,0,0,0,2021,03,01
52,1,2021-03-01,ECONLIT None Found,"['Bergemann, Dirk', 'Heumann, Tibor', 'Morris, Stephen']",[nan],[nan],"Information, market power, and price volatility.",0,0,0,0,0,2021,03,01
52,1,2021-03-01,ECONLIT None Found,"['Chen, Yongmin', 'Schwartz, Marius', 'Li, Jianpei']",[nan],[nan],Competitive differential pricing.,0,0,0,0,0,2021,03,01
52,1,2021-03-01,ECONLIT None Found,"['Osborne, Matthew', 'Macher, Jeffrey T.', 'Miller, Nathan H.']",[nan],[nan],Finding Mr. Schumpeter: technology adoption in the cement industry.,0,0,0,0,0,2021,03,01
52,1,2021-03-01,ECONLIT None Found,"['Foarta, Dana', 'Sugaya, Takuo']",[nan],[nan],The management of talent: Optimal contracting for selection and incentives.,0,0,0,0,0,2021,03,01
52,1,2021-03-01,ECONLIT None Found,"['Cheng, Chen']",[nan],[nan],Moral hazard in teams with subjective evaluations.,0,0,0,0,0,2021,03,01
52,1,2021-03-01,ECONLIT None Found,"['Mitchell, Matthew']",[nan],[nan],Free ad(vice): internet influencers and disclosure regulation.,0,0,0,0,0,2021,03,01
51,4,2020-12-01,ECONLIT None Found,"['Wang, James']",[nan],[nan],Screening soft information: evidence from loan officers.,0,0,0,0,0,2020,12,01
51,4,2020-12-01,ECONLIT None Found,"['Picard, Pierre', 'Bourgeon, Jean‐Marc']",[nan],[nan],Insurance law and incomplete contracts.,0,0,0,0,0,2020,12,01
51,4,2020-12-01,ECONLIT None Found,"['Eraslan, Hülya', 'Chen, Ying']",[nan],[nan],Learning while setting precedents.,0,0,0,0,0,2020,12,01
51,4,2020-12-01,ECONLIT None Found,"['Atal, Juan Pablo', 'Alé‐Chilet, Jorge']",[nan],[nan],Trade associations and collusion among many agents: evidence from physicians.,0,0,0,0,0,2020,12,01
51,4,2020-12-01,ECONLIT None Found,"['Gillingham, Kenneth T.', 'Knittel, Christopher R.', 'Rapson, David S.', 'Archsmith, James']",[nan],[nan],Attribute substitution in household vehicle portfolios.,0,0,0,0,0,2020,12,01
51,4,2020-12-01,ECONLIT None Found,"['Conlon, Christopher', 'Gortmaker, Jeff']",[nan],[nan],Best practices for differentiated products demand estimation with PyBLP.,0,0,0,0,0,2020,12,01
